edad,codigopostal,tipovivienda,dependientes,estadocivil,genero,claveactividad,nivelacademico,telefono,ingreso,egreso,tipoprestamo,tasanormal,tasamoratoria,monto,avales,creditostrabajados,bien,montogarantia,finalidad,remesas,plazo,estatuscuenta
39,70720,2,4,2,1,9999999,5,1,2,1,1,48,48,20000,1,5,1,0,2,1,1,2
55,70710,2,4,2,2,9999999,5,1,8,8,5,36,36,200000,2,0,1,1,2,1,1,3
42,70110,2,3,2,1,9115016,2,1,1,2,1,48,48,15000,0,6,1,0,2,1,1,2
39,70750,2,0,4,1,9115016,2,1,3,2,10,30,30,50000,1,1,1,6,2,1,1,2
59,70720,2,1,3,1,9999999,6,1,5,4,1,48,48,24000,0,3,1,0,2,1,1,2
32,70110,2,4,2,2,9999999,5,1,0,0,1,48,48,10000,0,1,1,0,2,1,1,2
56,70110,2,1,2,2,9411998,6,1,2,0,1,48,48,10000,0,8,1,0,2,1,1,2
22,70110,2,2,2,1,9999999,5,1,6,5,1,48,48,10000,0,0,1,0,2,1,1,3
57,70110,3,1,2,2,9999999,2,1,6,5,1,48,48,8000,0,2,1,0,2,1,1,2
28,70110,4,0,5,2,9411998,2,1,3,2,1,48,48,10000,0,2,1,0,2,1,1,2
31,70110,4,0,5,2,9411998,2,1,2,2,1,48,48,7000,1,5,1,0,2,1,1,2
47,70110,2,2,5,1,9115016,2,1,0,2,4,24,24,10000,0,4,1,0,2,1,1,2
39,70110,2,2,2,1,6999900,5,1,2,1,1,48,48,15000,0,5,1,0,2,1,1,2
25,70110,2,3,4,2,9999999,2,1,2,5,1,48,48,7000,0,4,1,0,2,1,1,2
27,70110,2,2,5,1,9999999,7,1,6,5,1,48,48,9000,0,1,1,0,2,1,1,2
38,70110,2,7,2,2,219015,7,1,9,1,1,48,48,10000,0,11,1,0,2,1,1,2
57,70110,4,1,4,2,9999999,6,1,0,1,1,48,48,10000,0,7,1,0,2,1,1,2
45,70720,4,4,5,1,9999999,7,1,9,0,1,48,48,10000,1,8,1,0,2,1,1,2
37,70110,2,5,2,1,9999999,7,1,0,0,1,48,48,9000,0,5,1,0,2,1,1,2
56,70110,2,0,2,1,6999900,6,1,6,5,1,48,48,15000,0,5,1,0,2,1,1,2
56,70760,2,2,2,1,6999900,4,1,6,6,1,48,48,10000,0,2,1,0,2,1,1,2
46,70720,2,0,2,1,9999999,5,1,0,1,1,48,48,15000,0,3,1,0,2,1,1,2
46,70110,2,2,5,1,9999999,2,1,1,2,1,48,48,10000,1,3,1,0,2,1,1,2
40,70110,2,4,2,1,9999999,2,1,0,2,1,48,48,10000,0,9,1,0,2,1,1,2
42,70140,2,4,4,1,9999999,5,1,3,2,9,20,20,80000,1,0,1,1,1,1,1,3
38,70110,2,7,2,2,9999999,5,1,2,1,1,48,48,20000,2,4,1,0,2,1,1,2
38,70760,2,2,2,2,4100004,6,1,9,2,10,30,30,50000,1,3,1,6,2,1,1,2
51,70110,2,5,4,2,6100002,6,1,2,2,1,48,48,24000,0,13,1,0,2,1,1,2
32,70110,2,4,2,2,9999999,5,1,0,0,10,30,30,50000,1,1,1,6,2,1,1,3
40,70110,4,6,5,2,9502007,5,1,0,2,1,48,48,9000,0,3,1,0,2,1,1,2
46,70110,2,4,2,1,6122014,5,1,9,3,1,48,48,15000,0,7,1,0,2,1,1,2
58,70110,2,0,4,1,6131023,4,1,5,4,1,48,48,15000,0,8,1,0,2,1,1,2
48,70735,2,1,2,2,8944098,7,1,1,0,1,48,48,10000,0,7,1,0,2,1,1,2
42,70730,4,4,1,1,2000008,7,1,5,5,1,48,48,24000,1,4,1,0,2,1,1,2
55,70110,2,0,2,1,6999900,5,1,2,2,1,48,48,10000,0,2,1,0,2,1,1,2
54,70110,2,1,2,1,9411998,7,1,1,2,2,42,42,15000,0,12,1,0,2,1,1,2
52,70110,2,0,2,1,9999999,6,1,9,4,1,48,48,9000,0,2,1,0,2,1,1,2
35,70102,2,5,2,2,9999999,7,1,4,3,9,20,20,80000,0,1,1,1,1,1,1,2
49,70330,4,0,5,1,2319011,4,1,0,0,2,42,42,20000,1,8,1,0,2,1,1,2
48,70330,2,2,2,1,9999999,4,1,1,0,2,42,42,15000,0,14,1,0,2,1,1,2
29,70330,2,4,2,2,2411015,7,1,2,1,1,48,48,50000,1,6,1,1,2,1,1,2
30,70330,2,4,2,1,2411015,7,1,2,3,2,42,42,80000,2,12,1,1,2,1,1,2
43,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,10000,1,3,1,0,2,1,1,2
54,70330,2,1,2,2,9999999,6,1,1,0,1,48,48,10000,0,3,1,0,2,1,1,2
36,70330,2,6,2,1,9999999,6,1,3,2,1,48,48,15000,0,3,1,0,2,1,1,2
40,70330,2,2,2,1,9999999,4,1,9,1,1,48,48,8000,1,3,1,0,2,1,1,2
36,70340,2,8,2,1,9999999,4,1,1,2,1,48,48,10000,0,3,1,0,2,1,1,2
38,70330,2,6,2,1,9999999,6,1,2,2,1,48,48,30000,1,6,1,0,2,1,1,2
58,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,13000,0,12,1,0,2,1,1,2
28,70330,4,0,5,2,9999999,5,1,2,0,1,48,48,15000,0,7,1,0,2,1,1,2
50,70340,2,1,3,1,8949888,4,1,2,0,2,42,42,15000,0,21,1,0,2,1,1,2
49,70340,2,0,2,1,7100001,4,1,1,0,2,42,42,20000,1,12,1,0,2,1,1,2
52,70340,2,0,2,1,6999900,4,1,1,0,2,42,42,20000,1,9,1,0,2,1,1,2
59,70340,2,0,2,1,6999900,4,1,1,0,2,42,42,17000,1,14,1,0,2,1,1,2
47,70343,2,4,2,2,6999900,4,1,1,0,1,48,48,15000,1,7,1,0,2,1,1,2
47,70330,2,6,2,1,9999999,4,1,0,0,1,48,48,7000,1,4,1,0,2,1,1,2
45,70350,2,7,4,2,9999999,4,1,0,0,1,48,48,7000,1,9,1,0,2,1,1,2
59,70330,4,2,2,1,9999999,4,1,0,0,2,42,42,20000,0,14,1,0,2,1,1,2
34,70330,2,2,2,2,7129902,6,1,2,0,1,48,48,8000,0,4,1,0,2,1,1,2
53,70341,2,2,2,1,9999999,6,1,3,3,1,48,48,20000,1,1,1,0,2,1,1,2
34,70330,2,4,2,1,2319011,6,1,0,0,10,30,30,40000,1,4,1,0,2,1,1,2
39,70330,2,3,2,1,6211023,6,1,2,0,1,48,48,12000,0,7,1,0,2,1,1,2
45,70330,4,0,5,1,9311044,2,1,2,0,6,24,24,50000,1,15,1,6,2,1,1,2
34,70330,2,2,5,1,9999999,6,1,0,0,1,48,48,15000,0,3,1,0,2,1,1,2
27,70330,2,2,2,2,9999999,6,1,1,1,1,48,48,15000,1,3,1,0,2,1,1,2
38,70340,2,6,2,2,9999999,5,1,3,2,1,48,48,40000,1,6,1,1,2,1,1,2
56,70330,2,2,2,2,9999999,6,1,1,1,2,42,42,12000,0,7,1,0,2,1,1,2
54,70330,2,0,2,1,6999900,4,1,1,0,1,48,48,10000,0,6,1,0,2,1,1,2
46,70330,4,0,4,2,4199908,7,1,0,0,1,48,48,15000,1,3,1,0,2,1,1,2
59,70340,2,2,3,1,9999999,4,1,9,2,1,48,48,20000,1,3,1,0,2,1,1,2
59,70330,2,0,2,2,9999999,4,1,0,0,1,48,48,10000,0,4,1,0,2,1,1,2
51,70330,2,2,2,1,6999900,4,1,1,0,1,48,48,20000,1,4,1,0,2,1,1,2
40,70330,2,2,2,1,2411015,6,1,0,3,2,42,42,60000,1,8,1,1,2,1,1,2
34,70330,2,4,5,1,9999999,4,1,1,0,1,48,48,10000,1,3,1,0,2,1,1,2
29,70330,2,2,2,2,8944098,5,1,0,1,1,48,48,11000,0,6,1,0,2,1,1,2
47,70330,2,1,2,1,2319011,4,1,1,1,1,48,48,15000,0,5,1,0,2,1,1,2
59,70330,2,0,2,1,9999999,4,1,0,0,2,42,42,10000,0,15,1,0,2,1,1,2
51,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,7000,0,4,1,0,2,1,1,2
22,70330,4,2,2,1,6200000,5,1,1,3,1,48,48,10000,1,3,1,0,2,1,1,2
50,70312,2,4,2,2,9999999,7,1,2,1,9,18,18,150000,2,1,1,1,1,1,1,2
36,70330,2,2,2,1,9999999,7,1,1,1,1,48,48,10000,0,12,1,0,2,1,1,2
46,70330,2,4,2,2,9999999,6,1,1,1,1,48,48,10000,0,3,1,0,2,1,1,2
58,70330,2,0,2,2,9999999,7,1,0,3,10,30,30,100000,2,1,1,1,2,1,1,3
30,70330,2,2,2,2,9999999,6,1,2,1,1,48,48,15000,0,3,1,0,2,1,1,2
24,70330,1,0,4,1,2411015,6,1,0,0,1,48,48,15000,1,3,1,0,2,1,1,2
34,70330,2,0,4,1,9999999,6,1,0,3,1,48,48,20000,1,3,1,0,2,1,1,2
27,70340,4,0,5,1,9999999,7,1,9,1,1,48,48,10000,0,2,1,0,2,1,1,2
51,70330,2,0,2,1,9999999,4,1,3,2,1,48,48,15000,0,7,1,0,2,1,1,2
52,70330,2,0,2,1,2411015,4,1,0,0,2,42,42,20000,0,21,1,0,2,1,1,2
29,70330,2,4,2,1,9999999,4,1,0,0,1,48,48,15000,1,2,1,0,2,1,1,2
39,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,15000,1,3,1,0,2,1,1,2
29,70340,2,4,2,1,9999999,6,1,2,2,2,42,42,29000,1,6,1,0,2,1,1,2
42,70330,2,2,5,1,9999999,4,1,1,1,1,48,48,12000,0,9,1,0,2,1,1,2
26,70370,2,2,2,1,9999999,7,1,9,1,10,30,30,100000,2,1,1,1,2,1,1,2
40,70330,2,0,2,1,2411015,7,1,0,1,2,42,42,18000,0,12,1,0,2,1,1,2
44,70343,2,0,2,1,9999999,4,1,1,0,2,42,42,20000,1,19,1,0,2,1,1,2
54,70330,2,0,2,1,2319011,6,1,0,1,2,42,42,20000,0,12,1,0,2,1,1,2
34,70330,2,6,2,1,2411015,6,1,0,0,2,42,42,20000,0,10,1,0,2,1,1,2
41,70340,2,12,2,1,9999999,4,1,1,0,2,42,42,15000,1,6,1,0,2,1,1,2
45,70330,2,2,2,1,9999999,4,1,0,1,2,42,42,20000,0,12,1,0,2,1,1,2
59,70330,2,2,2,2,9999999,4,1,4,3,1,48,48,15000,0,13,1,0,2,1,1,2
58,70330,2,0,2,1,6999900,4,1,0,3,2,42,42,12000,0,12,1,0,2,1,1,2
50,70330,2,2,2,2,149907,6,1,0,2,1,48,48,15000,1,2,1,0,2,1,1,2
42,70343,2,2,2,1,9999999,6,1,1,0,1,48,48,10000,1,12,1,0,2,1,1,2
51,70330,2,1,2,1,2411015,4,1,0,1,1,48,48,12000,0,3,1,0,2,1,1,2
55,70330,2,0,2,1,6999900,7,1,1,0,1,48,48,10000,0,1,1,0,2,1,1,2
29,70330,2,2,2,2,9999999,4,1,0,1,1,48,48,11000,1,6,1,0,2,1,1,2
34,70330,2,5,2,1,9999999,4,1,1,1,1,48,48,8000,0,4,1,0,2,1,1,2
54,70330,2,0,5,1,6999900,4,1,0,0,2,42,42,20000,1,14,1,0,2,1,1,2
34,70330,2,2,2,2,7129902,6,1,2,0,1,48,48,10000,0,4,1,0,2,1,1,2
53,70330,2,0,2,1,9999999,4,1,2,2,2,42,42,25000,0,15,1,0,2,1,1,2
34,70342,2,2,2,2,9999999,4,1,2,1,1,48,48,8000,0,1,1,0,2,1,1,2
34,70340,2,4,5,1,9999999,7,1,1,0,1,48,48,10000,0,1,1,0,2,1,1,2
33,70340,2,6,2,2,9999999,7,1,0,0,1,48,48,50000,1,2,1,1,2,1,1,2
36,70330,2,6,2,1,9999999,6,1,3,2,1,48,48,15000,0,3,1,0,2,1,1,2
47,70330,2,3,2,1,2411015,4,1,0,1,1,48,48,10000,0,2,1,0,2,1,1,2
46,70330,2,0,2,1,2319011,4,1,0,0,2,42,42,16000,0,15,1,0,2,1,1,2
29,70330,2,2,2,2,3341039,6,1,0,0,1,48,48,6000,1,3,1,0,2,1,1,2
59,70330,4,2,2,1,9999999,4,1,0,0,2,42,42,30000,1,14,1,0,2,1,1,2
39,70330,2,4,2,1,2000008,4,1,0,2,1,48,48,8000,1,12,1,0,2,1,1,2
51,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,6000,0,16,1,0,2,1,1,2
27,70330,2,6,2,1,9999999,4,1,0,0,1,48,48,8000,1,4,1,0,2,1,1,2
39,70330,4,0,5,1,9999999,5,1,1,0,4,24,24,10000,0,9,1,0,2,1,1,2
57,70330,2,0,2,1,6131023,4,1,0,1,2,42,42,10000,0,9,1,0,2,1,1,2
37,70330,2,4,2,1,9999999,5,1,1,0,2,42,42,20000,0,8,1,0,2,1,1,2
58,70330,2,0,5,1,2319011,4,1,1,0,2,42,42,10000,0,9,1,0,2,1,1,2
39,70343,2,2,5,1,9999999,4,1,2,1,1,48,48,10000,1,5,1,0,2,1,1,2
45,70330,4,0,5,1,9311044,2,1,2,0,4,24,24,6000,0,15,1,0,2,1,1,2
47,70330,2,4,5,1,6999900,6,1,0,1,1,48,48,10000,1,6,1,0,2,1,1,2
38,70343,2,0,5,1,6999900,6,1,1,0,1,48,48,15000,0,3,1,0,2,1,1,2
54,70330,2,1,2,2,9999999,6,1,1,0,1,48,48,10000,0,3,1,0,2,1,1,2
36,70343,2,10,4,1,6999900,7,1,0,1,1,48,48,10000,0,3,1,0,2,1,1,2
52,70330,2,2,2,1,2411015,4,1,0,1,1,48,48,8000,0,8,1,0,2,1,1,2
50,70330,2,2,2,2,9999999,6,1,9,1,1,48,48,25000,2,1,1,0,2,1,1,2
49,70340,2,12,2,2,9999999,6,1,0,0,1,48,48,15000,1,1,1,0,2,1,1,2
49,70340,2,0,2,1,7100001,4,1,1,0,2,42,42,20000,0,12,1,0,2,1,1,2
59,70340,2,0,2,1,6999900,4,1,1,0,2,42,42,17000,0,14,1,0,2,1,1,2
50,70340,2,1,3,1,8949888,4,1,2,0,2,42,42,15000,1,21,1,0,2,1,1,2
44,70330,2,4,2,1,2319011,4,1,0,0,1,48,48,20000,1,3,1,0,2,1,1,2
58,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,13000,0,12,1,0,2,1,1,2
22,70330,2,2,2,2,2411015,6,1,0,0,1,48,48,15000,1,3,1,0,2,1,1,2
45,70330,2,4,2,1,9999999,4,1,2,2,2,42,42,25000,1,10,1,0,2,1,1,2
48,70330,2,4,2,1,9999999,4,1,9,3,5,36,36,52000,1,5,1,1,2,1,1,2
42,70330,2,2,2,1,9999999,7,1,1,1,1,48,48,15000,1,3,1,0,2,1,1,2
28,70330,2,2,4,1,2411015,5,1,7,7,1,48,48,20000,0,6,1,0,2,1,1,2
38,70330,2,6,2,1,9999999,6,1,2,2,1,48,48,20000,1,6,1,0,2,1,1,2
48,70343,2,6,2,2,9999999,6,1,0,3,5,36,36,90000,1,2,1,1,2,1,1,2
50,70330,2,2,2,1,9999999,4,1,1,1,1,48,48,20000,1,5,1,0,2,1,1,2
43,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,10000,0,3,1,0,2,1,1,2
23,70330,2,0,4,1,9999999,7,1,0,0,1,48,48,15000,1,1,1,0,2,1,1,2
30,70340,4,0,4,1,9999999,4,1,0,0,1,48,48,10000,1,2,1,0,2,1,1,2
33,70330,2,4,2,1,6999900,5,1,0,2,1,48,48,10000,0,5,1,0,2,1,1,2
33,70370,2,4,2,2,4199908,4,1,0,1,10,30,30,50000,1,1,1,6,2,1,1,2
30,70330,2,2,2,2,9999999,6,1,2,1,1,48,48,30000,2,3,1,0,2,1,1,3
31,70330,4,2,2,1,9999999,6,1,1,0,1,48,48,10000,0,4,1,0,2,1,1,2
39,70330,2,2,2,1,6999900,6,1,0,1,1,48,48,10000,0,1,1,0,2,1,1,2
57,70330,2,0,2,1,9999999,4,1,0,0,2,42,42,15000,0,13,1,0,2,1,1,2
36,70330,2,2,2,1,6999900,7,1,2,2,1,48,48,10000,1,5,1,0,2,1,1,2
28,70342,2,2,2,1,9999999,5,1,1,1,1,48,48,40000,2,0,1,1,2,1,1,3
29,70330,2,4,2,2,2411015,7,1,2,1,5,36,36,150000,2,6,1,1,2,1,1,2
30,70330,4,0,5,1,9311044,5,1,1,0,4,24,24,10000,0,6,1,0,2,1,1,2
56,70330,2,2,2,2,9999999,6,1,1,1,2,42,42,15000,0,7,1,0,2,1,1,2
51,70330,2,0,2,1,2411015,4,1,0,0,1,48,48,6000,1,16,1,0,2,1,1,2
59,70330,2,2,2,2,9999999,7,1,0,0,1,48,48,12000,0,2,1,0,2,1,1,2
53,70330,2,2,2,1,2000008,4,1,1,1,2,42,42,12000,0,14,1,0,2,1,1,2
41,70330,2,2,2,2,2411015,4,1,0,1,1,48,48,24000,0,8,1,0,2,1,1,2
44,70330,2,5,2,1,2319011,6,1,0,1,2,42,42,13000,0,13,1,0,2,1,1,2
59,70330,2,0,2,2,9999999,4,1,0,0,1,48,48,10000,0,4,1,0,2,1,1,2
40,70330,2,4,4,1,2411015,7,1,0,0,1,48,48,10000,0,2,1,0,2,1,1,2
46,70330,4,0,4,2,4199908,7,1,0,0,1,48,48,15000,0,3,1,0,2,1,1,2
46,70330,2,4,2,2,9999999,6,1,1,1,1,48,48,15000,1,3,1,0,2,1,1,2
31,70330,4,0,5,1,2411015,7,1,0,0,1,48,48,10000,0,3,1,0,2,1,1,2
59,70330,2,0,3,1,9999999,4,1,3,1,1,48,48,8000,1,8,1,0,2,1,1,2
34,70330,2,6,2,1,2411015,6,1,0,0,2,42,42,15000,0,10,1,0,2,1,1,2
22,70330,4,2,2,1,6200000,5,1,1,3,1,48,48,15000,0,3,1,0,2,1,1,2
47,70330,2,2,2,1,9999999,4,1,0,0,2,42,42,10000,0,13,1,0,2,1,1,2
39,70330,4,0,5,1,9999999,5,1,1,0,4,24,24,10000,0,9,1,0,2,1,1,2
34,70330,2,4,2,1,2319011,6,1,0,0,10,30,30,50000,1,4,1,6,2,1,1,2
39,70330,2,3,2,1,6211023,6,1,2,0,1,48,48,13000,0,7,1,0,2,1,1,2
30,70330,2,2,2,2,2319011,7,1,0,0,1,48,48,10000,0,4,1,0,2,1,1,2
56,70330,2,0,2,1,2319011,6,1,0,0,1,48,48,10000,0,5,1,0,2,1,1,2
27,70330,2,2,2,1,9999999,5,1,0,1,1,48,48,10000,1,2,1,0,2,1,1,2
38,70330,2,4,5,1,6999900,7,1,0,2,2,42,42,20000,0,6,1,0,2,1,1,2
35,70330,2,2,5,1,9471012,5,1,2,0,4,24,24,10000,0,4,1,0,2,1,1,2
40,70330,2,0,2,1,2411015,7,1,0,1,2,42,42,13000,0,12,1,0,2,1,1,2
45,70330,4,0,5,1,9311044,2,1,2,0,4,24,24,10000,0,15,1,0,2,1,1,2
59,70330,2,0,2,1,9999999,4,1,0,0,2,42,42,10000,0,15,1,0,2,1,1,2
42,70343,2,2,2,1,9999999,6,1,1,0,1,48,48,15000,0,12,1,0,2,1,1,2
51,70330,2,0,2,1,9999999,4,1,3,2,1,48,48,10000,0,7,1,0,2,1,1,2
32,70341,2,2,4,2,6999900,5,1,9,1,1,48,48,8000,1,4,1,0,2,1,1,2
33,70330,2,2,2,2,8949903,7,1,0,0,1,48,48,24000,1,1,1,0,2,1,1,2
53,70330,2,0,2,1,9999999,4,1,2,2,2,42,42,30000,0,15,1,0,2,1,1,2
54,70330,2,0,5,1,6999900,4,1,0,0,2,42,42,20000,1,14,1,0,2,1,1,2
55,70330,2,0,2,1,6999900,4,1,1,0,1,48,48,10000,1,1,1,0,2,1,1,2
30,70330,2,4,2,1,2411015,7,1,2,3,2,42,42,30000,0,12,1,0,2,1,1,2
50,70330,2,1,2,2,100008,6,1,2,1,1,48,48,6000,0,4,1,0,2,1,1,2
47,70343,2,4,2,2,6999900,4,1,1,0,1,48,48,8000,1,7,1,0,2,1,1,2
58,70330,2,0,2,1,6999900,4,1,0,3,2,42,42,20000,0,12,1,0,2,1,1,2
22,70330,2,0,5,1,9999999,6,1,1,1,1,48,48,6000,1,1,1,0,2,1,1,2
35,70350,4,4,4,1,6999900,6,1,0,2,1,48,48,8000,0,2,1,0,2,1,1,2
51,70350,2,2,5,1,6999900,4,1,0,0,1,48,48,7000,1,8,1,0,2,1,1,2
38,70330,2,4,2,1,2411015,7,1,0,3,1,48,48,8000,0,12,1,0,2,1,1,2
45,70330,2,0,5,2,9471012,5,1,2,0,2,42,42,8000,0,9,1,0,2,1,1,2
49,70330,2,0,2,1,6999900,4,1,1,4,2,42,42,10000,0,15,1,0,2,1,1,2
59,70330,2,0,2,1,2319011,4,1,0,2,3,18,18,7000,0,2,5,1,2,1,1,2
33,70330,2,4,2,1,6999900,5,1,0,2,1,48,48,20000,0,5,1,0,2,1,1,2
60,70330,2,0,2,1,6999900,4,1,2,1,1,48,48,20000,0,5,1,0,2,1,1,2
24,70350,4,0,5,2,7129902,2,1,0,0,9,20,20,78000,1,1,1,1,1,1,1,2
59,70330,2,0,2,1,2319011,4,1,0,0,3,18,18,2000,0,5,5,2,2,1,1,2
52,70330,2,0,2,1,6131023,4,1,0,7,5,36,36,55000,2,3,1,1,2,1,1,2
29,70330,2,2,2,2,3341039,6,1,0,0,1,48,48,6000,0,3,1,0,2,1,1,2
34,70330,2,2,5,1,6211023,7,1,5,4,2,42,42,40000,0,16,1,0,2,1,1,2
26,70330,4,4,2,1,2319011,5,1,0,1,1,48,48,20000,1,1,1,0,2,1,1,2
45,70330,4,0,5,1,9311044,2,1,2,0,4,24,24,10000,0,15,1,0,2,1,1,2
36,70343,2,10,4,1,6999900,7,1,0,1,1,48,48,15000,0,3,1,0,2,1,1,2
30,70330,4,4,2,2,9999999,7,1,2,0,1,48,48,10000,1,1,1,0,2,1,1,2
44,70330,2,3,2,2,9999999,7,1,0,0,1,48,48,7000,0,3,1,0,2,1,1,2
39,70330,4,0,5,1,9999999,5,1,1,0,4,24,24,10000,0,9,1,0,2,1,1,2
20,70330,4,2,2,1,8944098,7,1,9,0,1,48,48,15000,1,1,1,0,2,1,1,2
36,70330,2,2,2,1,6999900,7,1,2,2,1,48,48,13000,1,5,1,0,2,1,1,2
58,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,18000,1,12,1,0,2,1,1,2
59,70330,2,0,2,1,2319011,4,1,0,2,1,48,48,15000,1,2,1,0,2,1,1,2
40,70330,2,2,2,1,2411015,6,1,0,3,2,42,42,20000,1,8,1,0,2,1,1,2
52,70330,2,0,2,1,6131023,6,1,0,2,1,48,48,10000,1,1,1,0,2,1,1,2
45,70330,2,0,4,1,2411015,4,1,3,2,1,48,48,20000,1,9,1,0,2,1,1,2
22,70330,2,2,2,2,2411015,6,1,0,0,1,48,48,6000,1,3,1,0,2,1,1,2
24,70330,4,2,2,1,9999999,7,1,2,1,1,48,48,20000,1,2,1,0,2,1,1,2
33,70330,2,4,2,1,2411015,4,1,0,0,1,48,48,24000,1,3,1,0,2,1,1,2
29,70330,2,2,2,2,9999999,4,1,0,1,1,48,48,15000,0,6,1,0,2,1,1,2
55,70330,2,1,2,2,4100004,4,1,0,0,1,48,48,15000,1,5,1,0,2,1,1,2
54,70330,2,1,2,2,9999999,6,1,1,0,1,48,48,7000,0,3,1,0,2,1,1,2
24,70330,4,0,5,1,9999999,2,1,1,0,12,48,48,15000,1,1,1,0,1,1,1,2
47,70330,2,1,2,1,2319011,4,1,1,1,1,48,48,12000,0,5,1,0,2,1,1,2
45,70330,4,0,5,1,9311044,2,1,2,0,4,24,24,20000,0,15,1,0,2,1,1,2
40,70340,2,6,2,2,7129902,6,1,0,2,10,30,30,50000,2,2,1,6,2,1,1,2
39,70330,2,8,2,1,9999999,4,1,2,2,13,42,42,20000,1,8,1,0,1,1,1,3
31,70330,4,2,2,1,9999999,6,1,1,0,12,48,48,30000,1,4,1,0,1,1,1,3
21,70330,4,0,5,2,100008,7,1,1,0,1,48,48,15000,1,0,1,0,2,1,1,3
31,70330,4,2,2,1,6999900,4,1,0,0,2,42,42,12000,0,8,1,0,2,1,1,2
29,70330,2,2,2,2,8944098,5,1,0,1,1,48,48,10000,0,6,1,0,2,1,1,2
51,70330,2,2,2,1,6999900,4,1,1,0,12,48,48,20000,1,4,1,0,1,1,1,3
44,70340,2,2,2,1,6999900,4,1,1,1,2,42,42,20000,0,10,1,0,2,1,1,2
43,70330,4,4,4,2,9999999,5,1,5,4,3,18,18,22400,0,1,1,1,2,1,1,2
30,70340,2,10,2,1,9999999,7,1,9,2,1,48,48,15000,1,1,1,0,2,1,1,3
49,70330,2,0,5,1,6999900,4,1,0,0,1,48,48,10000,0,14,1,0,2,1,1,2
32,70330,4,4,4,2,9999999,5,1,1,1,1,48,48,10000,0,4,1,0,2,1,1,2
27,70330,2,6,2,1,9999999,4,1,0,0,1,48,48,15000,0,4,1,0,2,1,1,3
55,70330,2,0,5,1,9999999,2,1,2,1,2,42,42,15000,0,9,1,0,2,1,1,2
24,70330,4,0,5,2,9999999,7,1,1,0,12,48,48,20000,1,1,1,0,1,1,1,3
41,70340,2,12,2,1,9999999,4,1,1,0,19,42,42,12000,2,6,1,0,2,1,1,3
47,70330,2,0,2,1,9999999,4,1,0,0,1,48,48,15000,1,2,1,0,2,1,1,2
40,70330,2,4,4,1,2411015,7,1,0,0,12,48,48,15000,0,2,1,0,1,1,1,2
26,70340,2,0,5,2,9999999,5,1,0,0,1,48,48,15000,1,0,1,0,2,1,1,3
40,70343,2,2,5,1,6999900,4,1,1,0,13,42,42,40000,0,10,1,0,1,1,1,3
58,70330,2,0,2,1,9999999,4,1,0,0,13,42,42,17000,0,16,1,0,1,1,1,3
53,70330,2,2,2,2,4111936,4,1,0,0,1,48,48,7000,0,6,1,0,2,1,1,2
49,70340,2,2,5,1,9999999,4,1,4,4,13,42,42,25000,0,11,1,0,1,1,1,3
59,70330,2,0,2,2,9999999,4,1,0,0,1,48,48,10000,0,4,1,0,2,1,1,2
39,70330,2,0,2,2,3341039,6,1,0,0,1,48,48,15000,0,4,1,0,2,1,1,2
49,70330,2,0,2,1,9999999,4,1,0,0,12,48,48,15000,0,2,1,0,1,1,1,3
46,70330,4,0,4,2,4199908,7,1,0,0,1,48,48,20000,0,3,1,0,2,1,1,2
53,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,15000,0,2,1,0,2,1,1,2
40,70330,2,6,2,1,9999999,4,1,0,0,3,18,18,6000,0,1,5,1,2,1,1,2
38,70330,2,4,2,1,2319011,6,1,0,0,12,48,48,20000,0,8,1,0,1,1,1,2
46,70330,2,4,2,2,9999999,6,1,1,1,12,48,48,20000,1,3,1,0,1,1,1,2
35,70330,4,2,2,1,2319011,7,1,0,2,1,48,48,10000,0,5,1,0,2,1,1,2
54,70330,2,0,2,1,2319011,6,1,0,1,2,42,42,25000,1,12,1,0,2,1,1,3
21,70330,4,0,5,1,6999900,5,1,1,1,12,48,48,10000,0,1,1,0,1,1,1,2
58,70330,2,0,2,1,6999900,4,1,0,3,2,42,42,20000,0,12,1,0,2,1,1,2
43,70341,2,2,2,1,9999999,4,1,2,0,1,48,48,20000,0,3,1,0,2,1,1,2
35,70330,2,4,2,1,8944098,6,1,0,0,1,48,48,10000,0,2,1,0,2,1,1,2
30,70330,2,2,2,2,2319011,7,1,0,0,12,48,48,15000,0,4,1,0,1,1,1,2
40,70330,2,0,2,1,2411015,7,1,0,1,13,42,42,6000,0,12,1,0,1,1,1,2
33,70330,2,4,2,1,9999999,5,1,1,1,12,48,48,15000,1,2,1,0,1,1,1,2
55,70330,4,0,3,1,9999999,4,1,2,1,1,48,48,30000,0,21,1,0,2,1,1,3
32,70341,2,2,4,2,6999900,5,1,9,1,1,48,48,13000,0,4,1,0,2,1,1,2
47,70330,2,0,2,1,9999999,4,1,0,1,12,48,48,15000,0,2,1,0,1,1,1,2
